ID,AFFECTED_VERSION,CNNVD_ID,CVE_ID,PATCHES,PATCHES_LINKS,TITLE,LEVEL,vun_type,URL,Update_Time
58,null,CNNVD-201904-762,CVE-2019-2596,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91560 ,Oracle MySQL Server 访问控制错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-762,2019-08-16
59,null,CNNVD-201904-758,CVE-2019-2691,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91556 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-758,2019-08-16
60,null,CNNVD-201904-754,CVE-2019-2606,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91552 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-754,2019-08-16
61,null,CNNVD-201904-751,CVE-2019-2607,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91549 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-751,2019-08-16
62,null,CNNVD-201904-744,CVE-2019-2614,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91542 ,Oracle MySQL Server 访问控制错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-744,2019-06-06
63,null,CNNVD-201904-741,CVE-2019-2617,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91539 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-741,2019-08-16
64,null,CNNVD-201904-738,CVE-2019-2620,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91536 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-738,2019-08-16
65,null,CNNVD-201904-736,CVE-2019-2623,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91534 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-736,2019-08-16
66,null,CNNVD-201904-735,CVE-2019-2625,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91533 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-735,2019-08-16
67,null,CNNVD-201904-734,CVE-2019-2626,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91532 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-734,2019-08-16
68,null,CNNVD-201904-733,CVE-2019-2624,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91531 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-733,2019-08-16
69,null,CNNVD-201904-732,CVE-2019-2627,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91530 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-732,2019-06-06
70,null,CNNVD-201904-731,CVE-2019-2628,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91529 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-731,2019-08-19
71,null,CNNVD-201904-729,CVE-2019-2630,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91527 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-729,2019-08-16
72,null,CNNVD-201904-728,CVE-2019-2632,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91526 ,Oracle MySQL Server 输入验证错误漏洞,高危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-728,2019-05-31
73,null,CNNVD-201904-727,CVE-2019-2631,Oracle MySQL Server 安全漏洞的修复措施 ,http://www.cnnvd.org.cn/web/xxk/bdxqById.tag?id=91525 ,Oracle MySQL Server 输入验证错误漏洞,中危,MySql,http://www.cnnvd.org.cn/web/xxk/ldxqById.tag?CNNVD=CNNVD-201904-727,2019-08-16
